"Date","Source","Site ID","POC","Daily Mean Pb Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/04/2012","AQS","482011034","1","0.008","ug/m3 LC",".","Houston East","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.767997","-95.220582"
"01/10/2012","AQS","482011034","1","0.009","ug/m3 LC",".","Houston East","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.767997","-95.220582"
"01/16/2012","AQS","482011034","1","0.002","ug/m3 LC",".","Houston East","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.767997","-95.220582"
"01/22/2012","AQS","482011034","1","0.003","ug/m3 LC",".","Houston East","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.767997","-95.220582"
"01/28/2012","AQS","482011034","1","0.006","ug/m3 LC",".","Houston East","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.767997","-95.220582"
"02/03/2012","AQS","482011034","1","0.002","ug/m3 LC",".","Houston East","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.767997","-95.220582"
"02/09/2012","AQS","482011034","1","0.007","ug/m3 LC",".","Houston East","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.767997","-95.220582"
"02/15/2012","AQS","482011034","1","0.004","ug/m3 LC",".","Houston East","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.767997","-95.220582"
"02/21/2012","AQS","482011034","1","0.007","ug/m3 LC",".","Houston East","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.767997","-95.220582"
"02/27/2012","AQS","482011034","1","0.004","ug/m3 LC",".","Houston East","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.767997","-95.220582"
"03/04/2012","AQS","482011034","1","0.007","ug/m3 LC",".","Houston East","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.767997","-95.220582"
"03/10/2012","AQS","482011034","1","0.004","ug/m3 LC",".","Houston East","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.767997","-95.220582"
"03/16/2012","AQS","482011034","1","0.003","ug/m3 LC",".","Houston East","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.767997","-95.220582"
"03/22/2012","AQS","482011034","1","0.004","ug/m3 LC",".","Houston East","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.767997","-95.220582"
"03/28/2012","AQS","482011034","1","0.004","ug/m3 LC",".","Houston East","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.767997","-95.220582"
"04/03/2012","AQS","482011034","1","0.004","ug/m3 LC",".","Houston East","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.767997","-95.220582"
"04/09/2012","AQS","482011034","1","0.005","ug/m3 LC",".","Houston East","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.767997","-95.220582"
"04/15/2012","AQS","482011034","1","0.003","ug/m3 LC",".","Houston East","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.767997","-95.220582"
